Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0044351~macropinocytosis	92	2.167766258246937	1.2803443140189817E-24	Q54DD3, Q54FD7, Q5VZK9, Q54RY8, Q55BJ6, Q86HD3, Q54ZI6, Q75JD5, Q86AQ7, Q54P04, Q8T295, Q54LN4, Q54YD4, P08799, O00909, O96552, Q03479, Q54XF2, Q54I10, P54679, Q54GI9, Q54QU8, P25323, Q54DW2, Q553V1, Q869S7, Q550A6, Q54E49, P54672, Q54XK2, Q1ZXF1, Q54IF7, P52922, Q9GSB0, Q54ES9, Q54J42, Q86JM3, Q54C16, Q55BZ4, Q86A77, Q55AH5, P28178, P34140, Q54DF7, Q55FK4, Q86K94, P34120, Q54BU4, Q54SN4, Q54JR2, Q54JM3, Q55B06, Q54RJ1, Q9TW32, Q54KZ8, Q54SR7, Q86A88, Q6TU48, Q54J34, Q54NM9, Q552J0, Q55GE2, Q86JJ5, P34036, Q54XX1, Q55DP8, Q55CT5, Q54RV6, P34117, Q55D17, Q8C3J5, Q54ML1, Q54Q05, Q55DY8, Q54YZ0, P36415, Q54CM0, Q54WR9, Q54KL5, Q54GT6, Q1ZXD3, Q8MQU6, Q8I8U2, Q54P13, O96624, Q54JE4, Q54DU9, P35084, P54641, Q54MZ4, Q54VI3, Q54TR1	3786	96	8103	2.0510763338615954	6.835758292547343E-21	6.835758292547343E-21	2.4533955486331514E-21
GOTERM_BP_DIRECT	GO:0006412~translation	173	4.076343072573044	1.0869407869923799E-10	Q0P483, P36105, Q1LUA8, A7AMD1, Q09996, Q9CAX6, Q91WQ3, P62755, Q7RBT0, P62752, Q9FJX2, Q99MN1, O74439, Q9M9W1, Q54YD4, P05739, P49692, Q23G98, Q02978, P38935, P0CT61, Q8VE22, Q9VHN6, Q9LXG1, P49397, Q5RAZ9, P32911, Q9VY28, P49209, P48160, Q7ZTZ2, P42791, P48166, F4IUX6, P42795, P50882, Q8BMB3, P35679, B0G143, P23301, Q02878, Q7JZM8, P17078, Q86KU2, O43772, P49211, Q9VJ38, P19211, Q9LRN8, Q9SGA6, Q9VKX4, P23403, Q5R8K6, Q90Z10, Q6DRC4, Q9V3G1, Q9MA90, Q9VXX8, Q08DT6, Q90YP3, Q54KZ8, P62979, P41115, P35684, P35687, Q4V9P0, Q93ZT6, Q05D44, P40614, Q7ZUB2, Q0ITS8, P62832, Q8VEM8, Q6XIM7, Q6XIM8, Q9JJL8, Q6QMZ7, Q8BMJ2, Q6DGM3, Q80VC6, Q55DY8, Q92616, Q9SB52, B4PEU8, Q8MS27, Q9SIP7, Q4N3P0, Q9CZD3, Q940B0, Q6P8C4, Q54MZ4, Q9LF30, Q9FMU6, O96269, Q9VH69, P34788, P18101, Q56K03, Q9DB15, Q3U2U7, P49366, Q4R8Z2, P48598, P0C276, Q43292, Q8BP74, O64650, Q9C912, P59271, Q10101, P23358, O43808, O94686, Q12WH8, Q55E45, Q9SZX9, Q9LZ17, Q9VFJ2, P62282, Q4QRJ7, Q9H0U6, Q9V6Y3, Q9Z1Q9, P51414, P05765, Q92005, Q9SK22, Q9LUQ6, P36241, Q9D799, P32331, Q9Y450, Q4N655, Q75K27, P0CT84, P46778, Q9Z1D1, Q9M339, P46405, B7F845, P0DJ54, Q9CR57, Q04013, Q9C5M0, Q8NKF4, P16521, Q9LMK0, Q9SCM3, Q803A7, Q55GE2, P47838, O48557, Q9CQL4, Q9JHW4, P46782, Q8BGF9, P59223, Q5F3X4, Q05AQ3, P31674, P62083, Q9LZH9, A0JMI9, Q9ZWG1, O82233, Q1HRT4, Q8L7K0, P48962, Q6DHC3, Q642H9, P46793, Q80X73, P60868	3786	260	8103	1.4240917956845056	5.803173847018783E-7	2.9015873437288064E-7	2.082795269586768E-7
GOTERM_BP_DIRECT	GO:0009793~embryo development ending in seed dormancy	27	0.6361922714420358	3.615443235134506E-8	Q67Z52, O80775, F4JY37, Q6NLV4, Q8RWS8, Q9LT31, O49552, O23247, Q9SYM4, F4K4E3, Q9ZVH4, Q6ZFZ4, Q9LPD9, Q9CAD5, F4JGR5, Q8VY00, F4I2J8, Q94K01, P45432, Q10G81, F4K2E9, Q9C774, P24100, Q9LKF9, O22145, Q94AH6, Q9FJL0	3786	27	8103	2.1402535657686212	1.9300988893011795E-4	6.434076928918397E-5	6.927909411702515E-5
GOTERM_BP_DIRECT	GO:0046686~response to cadmium ion	35	0.824693685202639	5.210540530374139E-6	Q9ZSK4, O81149, P36428, Q38931, Q78JT3, Q7DLR9, Q8W4M5, Q9LXC9, Q9LF98, Q9FXA2, Q94B78, O82514, P42893, Q9SF16, P92939, Q9S7C0, P48506, P54609, Q84XU2, P22953, Q9LFN6, P19468, Q94A97, P29147, Q9SA73, O23717, Q9LV03, Q9LP45, Q9LJL3, Q8W103, Q9SPK5, Q9FVT2, Q38950, O48646, O23254	3786	42	8103	1.7835446381405178	0.02743575927275166	0.00693065852903052	0.00998396442636329
GOTERM_BP_DIRECT	GO:0000398~mRNA splicing, via spliceosome	97	2.2855796418473138	8.432766439920199E-6	Q9FKB0, P43333, Q921M3, P17133, P34600, P59708, Q8T6B9, Q8T295, Q9BZI7, O60508, Q9ZQW8, Q9CPW7, Q0DKM4, Q9LFN6, Q8WYA6, Q91VN6, Q6P8E9, Q9SUM2, Q0WMV8, Q53GS9, P0CQ96, Q94901, Q99PV0, O44437, Q7ZUG0, Q9VU02, Q7SXM7, P91918, Q8K4Z5, P62309, Q1ZXK3, Q9UK45, Q6P2Q9, Q9LM92, Q55D17, Q8CFQ3, P83877, Q09530, O13792, Q08473, F4K2E9, P52756, Q13435, Q4TVV3, Q9CQQ8, Q65WT0, Q5ZJ85, Q8NIW7, Q5RKQ0, Q9FGZ9, Q02427, O43719, Q10752, O43447, Q14562, Q05048, Q7KNF2, Q1JQE0, Q9CQI7, Q12874, Q2PFW9, Q15428, Q15427, Q13523, Q08211, Q24562, Q08C72, O94906, Q94K01, Q6DGP2, Q7QCW2, Q42404, P62313, Q96DI7, Q9VHI4, Q9Y388, Q3MHE2, Q15393, Q9VLV5, Q9VHS8, Q6P886, Q54F05, O75533, O35900, Q96DF8, Q9JMJ4, Q5ZK35, Q86U44, Q8RXF1, Q8VY00, Q9V535, Q27294, O75643, O43172, Q9BZJ0, O01159, Q9VEX9	3786	149	8103	1.3933194354332634	0.04402424760509316	0.008964126457906119	0.016157628211355135
GOTERM_BP_DIRECT	GO:0009555~pollen development	16	0.3770028275212064	9.761230808967549E-5	Q9M4A1, Q9SF37, F4JY37, Q10G81, F4J4C8, Q941I6, Q9LJD8, Q10N20, Q9M8D3, Q9SMX1, Q9ZRV4, P24100, Q8GYD2, P55034, Q39024, Q9LV09	3786	16	8103	2.1402535657686212	0.40617911766061576	0.0831972422379994	0.18687898044320583
GOTERM_BP_DIRECT	GO:0006364~rRNA processing	90	2.1206409048067862	1.7072527536198095E-4	O94268, Q8VBV3, O74777, Q9Y2P8, Q9H0D6, P62755, O80775, Q5RFQ0, Q86HD3, Q91WM3, O14040, Q10257, Q8S1Z1, Q09916, Q8NI36, Q01780, Q9NV31, Q86IZ9, Q10101, Q04217, Q5F3D7, Q921Y2, Q9Y3A2, Q8C4J7, Q9CWX9, Q9Y2X3, Q9CR47, O00567, Q9UTP9, Q5ZIY4, P62313, Q7SBC6, Q14684, Q8R2N2, O94653, Q15024, Q02878, Q54CD8, Q8NDF8, O35130, Q59LU0, Q54TJ4, Q9Y3B2, Q5R631, Q9C1X1, Q8R5K4, Q54PB2, Q09522, Q9CZU3, P46778, Q8IY37, Q5R8K6, O94387, Q0CY48, O94248, A0JMQ0, Q14690, Q9CR57, P62979, Q5HZH2, A0A0G2JZ79, O13823, P20447, P47838, A2AJK6, Q4IR18, P46782, Q803X4, Q8H136, P56183, Q9NR30, Q7KWX9, Q8K301, Q9HGM5, Q8N8A6, P62083, Q6BIK6, Q9SHL7, P32598, P22232, Q7ZVE0, Q5JKF2, Q06287, Q9CY21, Q6FLF3, Q9BRS2, Q755N4, Q9NYH9, Q5QMN3, Q6AYD3	3786	144	8103	1.3376584786053882	0.5981112870919263	0.12210275320305441	0.32663704825025563
GOTERM_BP_DIRECT	GO:0002181~cytoplasmic translation	30	0.706880301602262	1.894561987356514E-4	P36105, P18101, P0CT84, Q86HD3, Q9V3G1, Q9VXX8, P0DJ56, Q9FJX2, Q9C912, Q9LMK0, Q24F59, P05739, Q9M9W1, Q6PBF0, Q10101, O94686, P0CT61, P49209, P67985, Q9SZX9, P87144, P50882, P35679, O36015, P51414, Q9UET6, P36241, Q02878, P49210, Q9VH69	3786	38	8103	1.6896738677120693	0.6363642049367173	0.11878206330252572	0.362412025264669
GOTERM_BP_DIRECT	GO:0009651~response to salt stress	24	0.5655042412818096	3.352286128152486E-4	Q9FNK4, Q9LKW9, Q9C6B3, Q7DLR9, Q8VZD5, Q9M339, Q93VB2, P82995, P45432, Q9LXC9, Q9LF98, Q9SIP7, Q9SA73, Q8RWV3, Q9SMX1, Q9FFK8, Q9FMH8, Q9FMU6, O61443, P55034, O48646, Q8LKS5, Q39024, O64644	3786	29	8103	1.7712443302912728	0.8330541256099093	0.18036683840338807	0.6404132593135103
GOTERM_BP_DIRECT	GO:0030435~sporulation resulting in formation of a cellular spore	13	0.3063147973609802	7.915427697369089E-4	Q86GL4, Q23917, O74184, P05987, Q54R82, P45857, P27643, Q9XYS3, Q10074, Q54JH6, Q03441, P34117, Q54TR1	3786	13	8103	2.1402535657686212	0.9854143962194978	0.3447720102230153	1.5059008986933242
