Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0055114~oxidation-reduction process	152	7.300672430355427	3.48942410610596E-17	P24386, Q6GQN8, P17276, Q99L04, P00367, P47791, P78417, P07742, O43175, Q9N2W7, Q6NYL3, Q6PDY2, P30710, Q148G5, Q15070, O14082, Q8BWF0, Q641Y2, P52503, A6QP05, Q1RLY6, P47989, Q9NWT6, O60218, P08228, A8E657, P18155, Q8K354, O81884, Q99K82, Q3T094, Q71R50, Q9Y2S2, P15651, Q08DG6, P82125, Q3ZBD3, P47990, Q2KIR8, Q68FT3, Q5I598, Q5XI42, Q96NN9, Q9N5Y2, P51650, P05370, P09623, P30044, Q8TC92, Q4QQW3, Q8NBN7, Q8BYK4, Q9CQF9, P32755, Q9JLJ2, Q9CQ62, Q921G7, P97478, Q8N3Y7, Q3T0Z7, P23378, Q9JLT4, Q642M9, P52556, Q99MD6, P31228, Q9UDR5, Q92506, P50395, O77834, Q9D6R2, Q5U367, A1L258, Q7ZUX6, P10351, O15460, P51174, Q3SZJ4, A6QR56, Q0MQD8, Q8NBX0, Q93099, P08503, Q91Z53, Q9WVK3, B0UXP9, P52899, P16435, O95831, Q9D826, Q9Z1P6, Q9H3N1, P56602, Q80TB8, Q2KJC9, Q9D7B6, Q13423, P09118, O00625, Q17QJ7, Q9JHI5, O60341, Q9CW42, P21839, P42029, Q66I21, P20000, P52209, P42026, P08686, Q8VCC1, O46036, Q8BMF3, P08011, O89000, Q8NCN5, Q19673, A6QLU1, Q9EQ06, O08807, O54983, Q91XF0, Q54RA4, Q6NV34, Q8HZK2, Q5ZLR5, Q8IWF2, P90789, Q6NW52, P12276, Q8BJ64, Q9VWP4, Q61425, Q8K370, P00432, Q503L9, P46952, Q7SY23, P54886, Q9R0H0, D4A1J4, Q99L13, Q9Y2Q3, Q86WU2, Q9P2T1, Q5VYX0, Q7RTV5, Q8CG09, Q91VD9, P27653, Q95108, Q5ZLS7	1840	421	9683	1.9	1.484749957148086E-13	1.484749957148086E-13	6.527771591856092E-14
GOTERM_BP_DIRECT	GO:0006457~protein folding	63	3.025936599423631	5.897045772581369E-17	P81623, O57476, P31689, P63018, Q90474, P15253, Q6EE31, Q9UHV9, Q5ZJK8, O77622, Q9H3N1, P25007, O95429, O14463, Q5T1M5, P04809, H2QII6, Q8JG64, P12613, Q9D0W5, Q922R8, Q2HJ94, Q29RZ2, Q99471, Q5R723, Q2T9X2, Q3ZCH0, Q9ES00, Q4R6V2, Q9NQP4, Q5RCG9, Q6TUG0, Q9UDY4, Q32PA9, Q5XHZ0, Q9Y680, P13667, Q9CR16, O95757, Q3ZBG5, Q27237, Q9JLA3, Q95M18, O75347, Q9W6X3, P30946, Q5R941, Q03958, Q9BTW9, Q5ZIN1, Q91W90, Q8BGQ7, Q5R440, Q11118, Q99615, Q3T0L2, Q14697, Q14318, Q95108, Q921X9, O42123, P59024, Q80Y75	1840	116	9683	2.858081896551724	4.723998969780041E-13	2.362554596402333E-13	2.1094237467877974E-13
GOTERM_BP_DIRECT	GO:0006099~tricarboxylic acid cycle	22	1.0566762728146013	1.5584305406114613E-9	Q9V0D5, Q58CP0, P21912, P49432, Q5NVR2, O43837, P70097, Q801S2, P11179, Q7ZVY5, Q9D6R2, Q4R502, P13086, Q60HE2, Q5R7H0, Q5ZME2, Q99798, Q9Z2I9, O17214, P53590, P21399, Q13423	1840	30	9683	3.859166666666667	6.631099778831029E-6	2.210371478628126E-6	2.915403196634969E-6
GOTERM_BP_DIRECT	GO:0033539~fatty acid beta-oxidation using acyl-CoA dehydrogenase	16	0.7684918347742555	6.55736719748084E-9	P51174, Q921G7, P48818, Q8K370, Q9R0H0, P08503, Q9JHI5, P45954, Q9H845, P38117, P15651, P07872, P13804, Q92947, O15254, Q9D7B6	1840	18	9683	4.677777777777778	2.7901208301872593E-5	6.9753750588930075E-6	1.2267065152560264E-5
GOTERM_BP_DIRECT	GO:0006749~glutathione metabolic process	23	1.1047070124879923	2.888688697029839E-8	O05218, Q6P7Q4, P19157, P26697, Q9VHD2, P47791, P08011, P78417, P19468, P08228, P51650, Q99MD6, P05370, P46425, Q9VSL3, Q3T094, Q9Y2Q3, P16444, P48508, O43324, O88741, Q8BWF0, Q2NL00	1840	36	9683	3.3621527777777778	1.2290615235277524E-4	2.458243903347146E-5	5.4039562502605776E-5
GOTERM_BP_DIRECT	GO:0006886~intracellular protein transport	58	2.785782901056676	7.750022353554139E-8	P81623, P24386, O54774, Q9BXS5, P49951, Q9Z1Z0, P49615, P22892, Q9VKJ9, Q5ZMP6, Q5SRX1, Q92973, Q9EPL8, Q8C0E2, Q91YE6, Q5R8H3, O60749, P56377, Q96L92, O70439, Q8AY73, P54921, O00410, Q9UM54, Q5R478, O35094, Q14974, Q27954, Q5RID7, Q9UNH7, Q9UBN7, A8T6P4, P35606, P35604, Q9I8E6, Q8VBT9, Q7SZE5, P62944, O17287, Q0VCN3, Q9DBG7, Q2HJG5, O75886, Q23445, Q9Z336, Q8IV36, P59015, Q9ULJ7, Q9DCR2, P62744, Q13367, Q9CWZ7, Q9EQW7, P17427, Q8BMI3, P23514, Q641Z6, Q14247	1840	153	9683	1.9949346405228756	3.297090980822759E-4	5.495906704133802E-5	1.4498192116851882E-4
GOTERM_BP_DIRECT	GO:0045454~cell redox homeostasis	27	1.2968299711815563	1.5596315042109972E-7	P55142, P47791, O18883, Q96NN9, P09623, O95831, P13667, Q9P2K2, P30044, O08807, Q9H3N1, O14463, Q13423, P04785, Q8JG64, Q922R8, Q503L9, Q9JLT4, P19468, Q28ID3, Q99MD6, Q91W90, O77834, Q3T0L2, Q95108, Q921X9, Q80Y14	1840	50	9683	2.84175	6.634031074668201E-4	9.479882868967948E-5	2.917645966049598E-4
GOTERM_BP_DIRECT	GO:0006635~fatty acid beta-oxidation	22	1.0566762728146013	1.860351170452716E-7	Q8BH95, P51659, Q3T0R7, P21775, O75521, Q9CQ62, Q61425, O46629, Q9R0H0, O14975, P08503, Q6NYL3, D4A1J4, O04469, P97852, P23786, P15651, P07872, Q9UKG9, P40939, Q62651, P55096	1840	36	9683	3.2159722222222222	7.912662804453463E-4	9.894254196940455E-5	3.4802096715580433E-4
GOTERM_BP_DIRECT	GO:0008152~metabolic process	69	3.314121037463977	2.226627952311686E-7	P51174, Q19749, Q9WUB3, P78417, Q8VC30, P07742, Q91Z53, Q6NYL3, Q64737, P46425, P52899, Q6GLT8, Q8R242, P13086, O76387, Q8BWF0, Q9D4D4, Q9D7B6, P19157, O75521, P26697, Q0P4F7, Q6NY77, A9JS71, Q69ZQ1, P11181, Q99NB1, P18155, Q9JHI5, P41937, Q91YN5, Q99JW2, P21839, Q66I21, P22033, O62742, P50430, Q6UWR7, Q9Z2I9, P53590, P9WK87, Q54NE6, Q91W89, Q80VJ3, O46629, Q91V92, Q19673, P00687, Q6GN02, Q0P5B7, Q9JLJ2, Q8BH95, P39098, Q6DF67, Q8K370, Q8CGC7, Q7SY23, A3KG59, Q04519, Q9R0H0, Q9QXD6, Q5SNX7, Q8BKZ9, Q5REB8, Q9QUJ7, Q54HH2, Q8BRK9, Q99798, P21399	1840	199	9683	1.8246859296482412	9.469816286823418E-4	1.0526449253367431E-4	4.1654122844292374E-4
GOTERM_BP_DIRECT	GO:0098609~cell-cell adhesion	46	2.2094140249759846	3.1560027749757303E-6	Q9UM54, P46940, Q91YR1, Q5ZLT7, Q96KG9, Q8WU90, P37397, P43487, Q00341, Q9Z1Z0, P55196, Q8K268, Q15056, Q5I0D1, Q3TZZ7, Q9UHX1, A4FV97, Q08379, Q6ZQ58, O95433, P46735, Q9Z1Z3, P42566, Q9Z254, Q9WVE8, P35613, P46060, Q8CI51, O00567, Q9UBC2, Q9NTK5, O60749, Q96JJ3, Q15149, O77834, Q16658, Q78PY7, P14618, Q9NQC3, Q16513, Q6KAR6, F1NUK7, Q8AXV0, Q9CX00, Q14247, Q3MHN0	1840	123	9683	1.9680894308943089	0.013339048747439186	0.001341980038216506	0.005903865218837012
GOTERM_BP_DIRECT	GO:0015031~protein transport	103	4.9471661863592695	3.844756153290184E-6	O54774, Q9Y2D4, Q6GQN0, Q3ZBV2, Q5XFW8, O60494, D3ZTX0, P61765, P22892, Q92538, O35345, O35344, P08962, Q86VS8, Q9EPL8, Q8R0G9, Q8AWF2, Q6PFX9, Q6TGU2, Q9Z0W3, Q4R562, Q2M2T5, Q7SZE5, Q7ZX96, Q9CR16, Q5U3V9, Q5R8Z8, Q8BS45, Q23445, Q8K021, Q5R8Z6, O75382, Q20758, Q28BQ6, Q9UP83, P51644, Q9Y1A3, Q8K5B3, Q4R4T9, Q9CWZ7, Q9EQW7, Q5R5P0, P50395, Q0V8F1, Q90YI5, Q8BMI3, Q62902, Q8BTS4, Q5H8C4, Q5U247, Q9BXS5, O54922, Q5I0S6, Q9Z1Z0, Q99K28, Q5U316, O15078, Q9R1R2, Q5ZL57, P42566, Q5SRX1, P49256, Q8C0E2, Q8BH74, O75165, Q8WUM4, Q91YE6, Q0VD48, Q5ZIK9, P62494, A1A4L0, Q14746, Q8WVM8, Q8HXW6, Q5R630, Q8C4B4, Q6DBY0, Q9CX00, Q9UGM3, Q12893, Q21735, Q5RID7, Q61187, Q5VWJ9, O54692, Q9NZR2, Q32L63, Q5ZKI4, Q8BWQ6, P59015, P97390, Q9DCR2, Q8VHE0, Q2M389, Q7K556, P51147, Q6P7L4, P17427, Q6DHC1, P62332, Q68EK7, Q6KAR6, P35282	1840	355	9683	1.5268661971830986	0.016226379515958955	0.0014861190735503405	0.007192257209742703
GOTERM_BP_DIRECT	GO:0000398~mRNA splicing, via spliceosome	41	1.9692603266090298	1.0071393941520463E-5	Q9R1C7, Q7KNF2, Q9D554, O60306, G3V9R8, Q99PV0, Q15029, Q24297, Q15428, P30876, P42285, O43290, Q16629, Q24562, Q00839, Q15637, Q7KMJ6, Q5R7R9, Q9D287, Q8SX83, Q5REG1, Q63413, O75643, Q922V4, P83871, Q9BUQ8, Q9VRV7, Q6P8E9, Q8IWZ8, O43172, P62313, Q9BZJ0, Q4TVV3, Q96DI7, Q9CQQ8, O43143, Q6PFR5, Q12996, Q15393, Q15459, P62311	1840	109	9683	1.9794724770642202	0.04194874180621122	0.0035647973875139183	0.018839182429986057
GOTERM_BP_DIRECT	GO:0006413~translational initiation	23	1.1047070124879923	1.297085430868208E-5	Q5RKI1, Q6PFQ2, P68101, B5FZ19, Q641X8, Q767L0, P70541, Q99L45, Q5ZKC1, Q6DRC4, Q9DCH4, Q5F428, P55884, Q5PPY6, C9WPN6, Q15056, O55135, Q64350, Q28C65, Q6ZQ58, Q90511, Q9VXK6, Q6TH15	1840	47	9683	2.5752659574468084	0.05369593805145845	0.004236488581093156	0.024262184493328842
GOTERM_BP_DIRECT	GO:0006094~gluconeogenesis	12	0.5763688760806917	1.9150686092743014E-5	P11498, Q9QXD6, Q589R5, P05153, Q54NE6, P36871, P00504, Q9UBX3, O35077, P07953, Q3ZBD7, A6QLU1	1840	16	9683	3.946875	0.07825526108010561	0.005803590127162028	0.03581969602871604
GOTERM_BP_DIRECT	GO:0006096~glycolytic process	13	0.6243996157540825	5.8594519909264866E-5	A2VE47, Q589R5, P52034, Q54NE6, P36871, A9UMP7, Q19749, Q60HE2, Q5R7H0, Q9NFT7, Q3ZBD7, Q3T0P6, P52899	1840	20	9683	3.4206250000000002	0.22067489736886203	0.016484419242547177	0.1095577001619441
GOTERM_BP_DIRECT	GO:0006888~ER to Golgi vesicle-mediated transport	29	1.392891450528338	6.432843511284473E-5	Q12893, Q6NZC7, Q27954, O54692, P35606, Q7SZE5, Q5XFW8, Q9Z1Z0, Q5U316, Q92538, Q08379, Q8NHH9, Q5ZI57, Q6GPF3, Q969X5, Q9UP83, O35165, P49256, Q96AJ9, Q5ZIK9, Q5R8H3, Q6P7L4, Q14746, Q9NRC6, Q12955, Q14204, Q14203, Q62902, P23514	1840	72	9683	2.1196180555555553	0.23945979009196194	0.016962384437097522	0.12027264142270289
GOTERM_BP_DIRECT	GO:0008380~RNA splicing	51	2.4495677233429394	7.275915214389624E-5	Q9R1C7, O35737, P63018, Q15029, Q15428, Q16629, Q24562, P29341, Q96J01, Q9D287, Q9D0W5, Q6DID3, Q29RZ2, Q922V4, O57683, Q5R723, P62313, Q5RC80, Q62384, Q96DI7, O62703, Q3T0B6, Q7ZVR8, O43143, Q15393, Q13148, P62311, Q9JJW6, Q9DCD2, Q9D554, Q99PV0, Q923D5, Q9HB90, Q9UHX1, Q9CWK3, O35796, Q63413, Q7ZVA6, Q6AYL5, Q9BUQ8, O70279, Q18786, O70551, Q3TIX9, Q5ZML3, O43172, Q8VE97, Q4TVV3, Q7KZ85, Q6PFR5, Q96A72	1840	157	9683	1.7094745222929937	0.26626067439900325	0.018047016746062794	0.1360251082508257
GOTERM_BP_DIRECT	GO:0006103~2-oxoglutarate metabolic process	10	0.48030739673390976	1.0750338536385242E-4	Q8BGT5, Q9D6R2, Q4R502, P00504, O43837, P52632, Q28F67, Q8N5Z0, Q6YP21, Q6GM82	1840	13	9683	4.048076923076923	0.36710547250746617	0.025093755296574538	0.20091854480961402
GOTERM_BP_DIRECT	GO:0005975~carbohydrate metabolic process	44	2.1133525456292026	1.2843912641077214E-4	Q6P7Q4, Q91W89, Q9WUB3, Q8R059, O35077, Q5NVR2, O95394, P47856, P07686, P82808, P30837, O19015, A4IHW6, Q9WV60, P00687, Q7ZVY5, Q8R242, Q3TNA1, Q91WV7, P09848, P37837, Q91754, Q66H59, Q69ZQ1, Q13231, Q3SZI0, B5X3C1, Q9BTY2, Q90744, A2BIR6, P85971, Q03161, Q9QXD6, Q5SNX7, Q14697, P36871, Q6P0U0, Q96G03, A9C3P0, Q9LJN4, Q5ZME2, Q8BRK9, Q8IW92, Q64516	1840	132	9683	1.7541666666666669	0.4210525598192494	0.028355664736864017	0.2400019377481355
GOTERM_BP_DIRECT	GO:0001731~formation of translation preinitiation complex	12	0.5763688760806917	6.039308508843414E-4	Q15056, B5FZ19, Q6PFQ2, Q641X8, Q6INR1, Q28C65, Q6DRC4, Q9DCH4, Q6TH15, Q5F428, Q5PPY6, P55884	1840	21	9683	3.007142857142857	0.9235028697106706	0.12060851284550522	1.1237710548837376
GOTERM_BP_DIRECT	GO:0006631~fatty acid metabolic process	24	1.1527377521613833	6.261806638425733E-4	Q8BH95, Q5RDZ2, Q6GQN8, P51174, Q0P4F7, Q9CQ62, Q61425, Q28BL6, Q9N5Y2, Q9R0H0, Q6NYL3, P45954, Q704S8, O18404, Q9Y2S2, O09174, Q9QUJ7, Q9UKG9, P40939, Q6NV34, P52632, P52503, Q8VCC1, Q4R4Z9	1840	62	9683	2.0370967741935484	0.9304168800515937	0.11919222818441233	1.1649434576731732
GOTERM_BP_DIRECT	GO:0009083~branched-chain amino acid catabolic process	7	0.33621517771373677	9.165678943438266E-4	A2VDC2, P45954, P21839, A5A6H9, Q9D7B6, Q96RQ3, Q99L13	1840	8	9683	4.604687500000001	0.9797941838752192	0.16251661480066915	1.7008078017740291
GOTERM_BP_DIRECT	GO:0006606~protein import into nucleus	16	0.7684918347742555	9.882982109939245E-4	Q14974, P63018, Q9EPL8, A5GFN6, Q8R0G9, Q8BH74, Q91YE6, P43487, Q9JIH2, P17955, P63329, F1MA98, O75694, O35345, O35344, Q6DBY0	1840	35	9683	2.4057142857142857	0.9851133175071504	0.16716986438602444	1.8327507222613781
GOTERM_BP_DIRECT	GO:0016032~viral process	26	1.248799231508165	0.0011436700745300803	Q9WTX6, P25789, Q61187, Q8BR07, Q9BXS5, P43487, Q93034, Q15056, Q92621, Q92538, O75694, Q7Z5K2, Q62165, Q01105, Q92973, Q9Y490, Q5T4S7, Q9LZG0, O00499, Q5RB77, Q6UUV9, Q9SF85, Q7KZ85, Q14318, Q12959, O00410	1840	72	9683	1.9003472222222222	0.9923197334140846	0.18362315371461158	2.1179718616071708
GOTERM_BP_DIRECT	GO:0006446~regulation of translational initiation	14	0.6724303554274735	0.0012913123649911985	Q6PEE2, Q5RKI1, Q6PFQ2, B5FZ19, Q641X8, Q6INR1, Q9DCH4, Q6DRC4, Q5F428, P55884, Q15056, Q28C65, Q90511, Q6TH15	1840	29	9683	2.5405172413793102	0.9959053938719981	0.19741971871543196	2.38827659327715
GOTERM_BP_DIRECT	GO:0098869~cellular oxidant detoxification	12	0.5763688760806917	0.0015934073312980435	P30710, P30044, O77834, Q7RTV5, Q3T100, P00432, P08011, P78417, Q8HZK2, Q2KJG4, P04040, Q9Y2Q3	1840	23	9683	2.7456521739130433	0.9988697942114699	0.2296999875238508	2.9391542421483563
GOTERM_BP_DIRECT	GO:0006536~glutamate metabolic process	9	0.43227665706051877	0.001675555758378098	P05153, P48508, P00504, P19468, Q8BWF0, P51650, P54886, Q28F67, Q8N5Z0	1840	14	9683	3.383035714285714	0.9992036480814436	0.2322388854652403	3.088444247576938
GOTERM_BP_DIRECT	GO:0061077~chaperone-mediated protein folding	11	0.5283381364073007	0.0017051002974039445	Q9CR16, P13667, Q9TRY0, P24367, P63018, Q14318, Q4PIN7, P80311, Q32PA9, P59024, Q9Y680	1840	20	9683	2.894375	0.9992978715749332	0.22843588645681967	3.142082977177474
